Video,Label,Frame,Cheek_Left_Angle,FPS
video107_final.mp4,Healthy,1,0.0,20.0
video107_final.mp4,Healthy,2,2.1011318181455576,20.0
video107_final.mp4,Healthy,3,1.9237175170583922,20.0
video107_final.mp4,Healthy,4,2.69900565133788,20.0
video107_final.mp4,Healthy,5,2.259133910290678,20.0
video107_final.mp4,Healthy,6,1.561841666727997,20.0
video107_final.mp4,Healthy,7,1.2964827524596636,20.0
video107_final.mp4,Healthy,8,2.139583235861308,20.0
video107_final.mp4,Healthy,9,1.2953362319511286,20.0
video107_final.mp4,Healthy,10,-1.6927542437679235,20.0
video107_final.mp4,Healthy,11,1.5643468437999233,20.0
video107_final.mp4,Healthy,12,-2.2581446687219966,20.0
video107_final.mp4,Healthy,13,1.6469615861780866,20.0
video107_final.mp4,Healthy,14,-2.892373532395496,20.0
video107_final.mp4,Healthy,15,1.067027991603062,20.0
video107_final.mp4,Healthy,16,0.8604203542724616,20.0
video107_final.mp4,Healthy,17,-0.021982568992354415,20.0
video107_final.mp4,Healthy,18,3.070210301172736,20.0
video107_final.mp4,Healthy,19,2.7637813827588524,20.0
video107_final.mp4,Healthy,20,1.4883357394102674,20.0
video107_final.mp4,Healthy,21,1.8791052872211365,20.0
video107_final.mp4,Healthy,22,0.6585281127087367,20.0
video107_final.mp4,Healthy,23,-2.2376984683150876,20.0
video107_final.mp4,Healthy,24,-1.9589209438883057,20.0
video107_final.mp4,Healthy,25,2.8542577803774005,20.0
video107_final.mp4,Healthy,26,-2.327372334611361,20.0
video107_final.mp4,Healthy,27,-2.78379725439443,20.0
video107_final.mp4,Healthy,28,2.0847961159097625,20.0
video107_final.mp4,Healthy,29,-2.9738359193226196,20.0
video107_final.mp4,Healthy,30,2.9893088325629273,20.0
video107_final.mp4,Healthy,31,-3.0854466336999984,20.0
video107_final.mp4,Healthy,32,-2.8475660586674296,20.0
video107_final.mp4,Healthy,33,-2.0587176128143003,20.0
video107_final.mp4,Healthy,34,-1.6470177530903023,20.0
video107_final.mp4,Healthy,35,-2.27669250249169,20.0
video107_final.mp4,Healthy,36,-1.1210565291617296,20.0
video107_final.mp4,Healthy,37,-0.8242420312613045,20.0
video107_final.mp4,Healthy,38,-1.5390224189448405,20.0
video107_final.mp4,Healthy,39,-0.5450994127789036,20.0
video107_final.mp4,Healthy,40,0.9986650632706068,20.0
video107_final.mp4,Healthy,41,1.2989610814970394,20.0
video107_final.mp4,Healthy,42,2.5650795405323548,20.0
video107_final.mp4,Healthy,43,-1.9868080150767131,20.0
video107_final.mp4,Healthy,44,-0.03784771287937183,20.0
video107_final.mp4,Healthy,45,-2.0973103203064762,20.0
video107_final.mp4,Healthy,46,-1.4931272935722746,20.0
video107_final.mp4,Healthy,47,-0.8851491815391214,20.0
video107_final.mp4,Healthy,48,2.491788669767288,20.0
video107_final.mp4,Healthy,49,-2.31208828038982,20.0
video107_final.mp4,Healthy,50,-1.0120927781041862,20.0
video107_final.mp4,Healthy,51,2.83497600089338,20.0
video107_final.mp4,Healthy,52,2.8810925471758067,20.0
video107_final.mp4,Healthy,53,-2.789228331596946,20.0
video107_final.mp4,Healthy,54,0.5278989566916564,20.0
video107_final.mp4,Healthy,55,-0.6574032605460457,20.0
video107_final.mp4,Healthy,56,-1.7109720101405752,20.0
video107_final.mp4,Healthy,57,-2.5031260563346436,20.0
video107_final.mp4,Healthy,58,-2.7190690617480886,20.0
video107_final.mp4,Healthy,59,1.5779644385782448,20.0
video107_final.mp4,Healthy,60,2.5072832081900964,20.0
video107_final.mp4,Healthy,61,0.2870481041179385,20.0
video107_final.mp4,Healthy,62,2.9726279030042035,20.0
video107_final.mp4,Healthy,63,-2.4020199157701754,20.0
video107_final.mp4,Healthy,64,0.06165338035119625,20.0
video107_final.mp4,Healthy,65,1.1687683198455188,20.0
video107_final.mp4,Healthy,66,1.6341393343096282,20.0
video107_final.mp4,Healthy,67,0.9321631728275055,20.0
video107_final.mp4,Healthy,68,0.8019002983365506,20.0
video107_final.mp4,Healthy,69,0.5233418859241729,20.0
video107_final.mp4,Healthy,70,0.6153583294028444,20.0
video107_final.mp4,Healthy,71,0.3780076385609867,20.0
video107_final.mp4,Healthy,72,0.2127099123302552,20.0
video107_final.mp4,Healthy,73,0.8476428423591241,20.0
video107_final.mp4,Healthy,74,2.9961635077989466,20.0
video107_final.mp4,Healthy,75,-0.14763568467548058,20.0
video107_final.mp4,Healthy,76,0.6467883464380705,20.0
video107_final.mp4,Healthy,77,1.883251676681333,20.0
video107_final.mp4,Healthy,78,0.35309268105693453,20.0
video107_final.mp4,Healthy,79,-0.7536315767584961,20.0
video107_final.mp4,Healthy,80,0.24644007320191497,20.0
video107_final.mp4,Healthy,81,-0.5782478775340786,20.0
video107_final.mp4,Healthy,82,0.47724905463209827,20.0
video107_final.mp4,Healthy,83,-0.15912886840063037,20.0
video107_final.mp4,Healthy,84,-0.2172897655792116,20.0
video107_final.mp4,Healthy,85,-0.09106600344352254,20.0
video107_final.mp4,Healthy,86,-0.06721110440843243,20.0
video107_final.mp4,Healthy,87,-0.02179939147444633,20.0
video107_final.mp4,Healthy,88,-0.6697092239567606,20.0
video107_final.mp4,Healthy,89,-0.4129736314409428,20.0
video107_final.mp4,Healthy,90,-0.40558012407137933,20.0
video107_final.mp4,Healthy,91,-0.12306505254445792,20.0
video107_final.mp4,Healthy,92,-0.48872361000760384,20.0
video107_final.mp4,Healthy,93,-0.6798246808728049,20.0
video107_final.mp4,Healthy,94,2.0325761192108063,20.0
video107_final.mp4,Healthy,95,0.8859721574361732,20.0
video107_final.mp4,Healthy,96,-0.8720917910741937,20.0
video107_final.mp4,Healthy,97,2.986272985888707,20.0
video107_final.mp4,Healthy,98,-1.0717029095239134,20.0
video107_final.mp4,Healthy,99,-3.07666725066266,20.0
video107_final.mp4,Healthy,100,-1.055521509842019,20.0
video108_final.mp4,Healthy,1,0.0,20.0
video108_final.mp4,Healthy,2,-1.5091538587609843,20.0
video108_final.mp4,Healthy,3,-3.0466555533441664,20.0
video108_final.mp4,Healthy,4,2.18831416412811,20.0
video108_final.mp4,Healthy,5,-2.914553433359179,20.0
video108_final.mp4,Healthy,6,-2.3159385452471004,20.0
video108_final.mp4,Healthy,7,-0.5474431414505723,20.0
video108_final.mp4,Healthy,8,-0.538066002091118,20.0
video108_final.mp4,Healthy,9,0.6769790678845088,20.0
video108_final.mp4,Healthy,10,0.9018139622306899,20.0
video108_final.mp4,Healthy,11,-3.1398456030750177,20.0
video108_final.mp4,Healthy,12,-3.079911042727413,20.0
video108_final.mp4,Healthy,13,2.9102028198712286,20.0
video108_final.mp4,Healthy,14,-1.8080108069815188,20.0
video108_final.mp4,Healthy,15,-0.3319855227364834,20.0
video108_final.mp4,Healthy,16,-2.1161972240794658,20.0
video108_final.mp4,Healthy,17,-2.6761212990227854,20.0
video108_final.mp4,Healthy,18,1.5737697586549189,20.0
video108_final.mp4,Healthy,19,0.177858119172306,20.0
video108_final.mp4,Healthy,20,0.2274029909809218,20.0
video108_final.mp4,Healthy,21,-2.4294812142916604,20.0
video108_final.mp4,Healthy,22,0.15092890378024681,20.0
video108_final.mp4,Healthy,23,2.5970842723899294,20.0
video108_final.mp4,Healthy,24,-2.5818527624121246,20.0
video108_final.mp4,Healthy,25,2.9694219451106787,20.0
video108_final.mp4,Healthy,26,0.06549781371339222,20.0
video108_final.mp4,Healthy,27,0.011051969573799194,20.0
video108_final.mp4,Healthy,28,0.9705075643855005,20.0
video108_final.mp4,Healthy,29,-0.2202214957928078,20.0
video108_final.mp4,Healthy,30,0.33826638853241425,20.0
video108_final.mp4,Healthy,31,-0.05313380547678198,20.0
video108_final.mp4,Healthy,32,1.1370619591642663,20.0
video108_final.mp4,Healthy,33,0.5319437381441429,20.0
video108_final.mp4,Healthy,34,-0.3581039954237534,20.0
video108_final.mp4,Healthy,35,-0.137052319712988,20.0
video108_final.mp4,Healthy,36,-0.04136109746357492,20.0
video108_final.mp4,Healthy,37,-0.12096520514745267,20.0
video108_final.mp4,Healthy,38,-0.00764460691632202,20.0
video108_final.mp4,Healthy,39,-0.5197916310026669,20.0
video108_final.mp4,Healthy,40,-0.2390461600291018,20.0
video108_final.mp4,Healthy,41,-0.5953217240775006,20.0
video108_final.mp4,Healthy,42,1.0163387767756769,20.0
video108_final.mp4,Healthy,43,0.28126955035057505,20.0
video108_final.mp4,Healthy,44,-0.2241878648256712,20.0
video108_final.mp4,Healthy,45,-0.0466535232112237,20.0
video108_final.mp4,Healthy,46,0.8454950689842002,20.0
video108_final.mp4,Healthy,47,-0.26786383176385087,20.0
video108_final.mp4,Healthy,48,-1.270012992782996,20.0
video108_final.mp4,Healthy,49,-0.16611672945832337,20.0
video108_final.mp4,Healthy,50,2.840784460998557,20.0
video108_final.mp4,Healthy,51,2.5343129617150084,20.0
video108_final.mp4,Healthy,52,2.814973142323861,20.0
video108_final.mp4,Healthy,53,2.430027858928487,20.0
video108_final.mp4,Healthy,54,-0.17686702973188806,20.0
video108_final.mp4,Healthy,55,-0.25963558103884177,20.0
video108_final.mp4,Healthy,56,-1.6582392319814103,20.0
video108_final.mp4,Healthy,57,2.1273456741534855,20.0
video108_final.mp4,Healthy,58,-2.607961472544805,20.0
video108_final.mp4,Healthy,59,3.1086491474784737,20.0
video108_final.mp4,Healthy,60,-2.6905351201798697,20.0
video108_final.mp4,Healthy,61,2.784861881475492,20.0
video108_final.mp4,Healthy,62,1.9823597914015831,20.0
video108_final.mp4,Healthy,63,-1.6741596911564325,20.0
video108_final.mp4,Healthy,64,2.355414763882315,20.0
video108_final.mp4,Healthy,65,-2.999167425424114,20.0
video108_final.mp4,Healthy,66,2.986962446864867,20.0
video108_final.mp4,Healthy,67,-2.488490366023525,20.0
video108_final.mp4,Healthy,68,3.134484221708863,20.0
video108_final.mp4,Healthy,69,-2.951741659167785,20.0
video108_final.mp4,Healthy,70,-0.42314255244692256,20.0
video108_final.mp4,Healthy,71,2.070127168017119,20.0
video108_final.mp4,Healthy,72,-0.5619000616405379,20.0
video108_final.mp4,Healthy,73,-2.8871127900087052,20.0
video108_final.mp4,Healthy,74,-0.03421836136203426,20.0
video108_final.mp4,Healthy,75,-2.566827954048563,20.0
video108_final.mp4,Healthy,76,2.951646794799807,20.0
video108_final.mp4,Healthy,77,2.483826527569861,20.0
video108_final.mp4,Healthy,78,1.8799200642603013,20.0
video108_final.mp4,Healthy,79,2.133623737743245,20.0
video108_final.mp4,Healthy,80,0.5196949663154221,20.0
video108_final.mp4,Healthy,81,-1.1909490326522651,20.0
video108_final.mp4,Healthy,82,1.3105821330898113,20.0
video108_final.mp4,Healthy,83,-1.1129438740181772,20.0
video108_final.mp4,Healthy,84,2.815397774727222,20.0
video108_final.mp4,Healthy,85,2.6000026314841898,20.0
video108_final.mp4,Healthy,86,1.445560686072038,20.0
video108_final.mp4,Healthy,87,1.2136837305649608,20.0
video108_final.mp4,Healthy,88,-2.8073815380897833,20.0
video108_final.mp4,Healthy,89,2.0241545488452934,20.0
video108_final.mp4,Healthy,90,-0.5059158587637711,20.0
video108_final.mp4,Healthy,91,2.369942993487055,20.0
video108_final.mp4,Healthy,92,-1.390977804439442,20.0
video108_final.mp4,Healthy,93,2.3961741123681684,20.0
video108_final.mp4,Healthy,94,2.229895485686413,20.0
video108_final.mp4,Healthy,95,-2.052763820265997,20.0
